id	locality	countryCode	establishmentMeans	threatStatus	appendixCITES	occurrenceRemarks
urn:lsid:catalogueoflife.org:taxon:4f220ba7-5e17-11e7-8cee-bc764e092680:col20170724	Antioquia | Cesar | Chocó | La Guajira | Magdalena | Quindío | Risaralda | Tolima | Valle del Cauca | Atlántico | Bolívar | Caldas | Córdoba | Nariño | Norte de Santander | Vichada	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina | Caribe | Pacífica | Serranía de Perijá
urn:lsid:catalogueoflife.org:taxon:4f221063-5e17-11e7-8cee-bc764e092680:col20170724	Cauca | Cesar | Guaviare | Meta | Putumayo | Vaupés | Vichada | Caquetá | Casanare | Guainía | Magdalena	CO		VU		Distribución en regiones naturales de Colombia y zonas de interés: Amazonía | Orinoquía | Sierra Nevada de Santa Marta
urn:lsid:catalogueoflife.org:taxon:4f221f7c-5e17-11e7-8cee-bc764e092680:col20170724	Amazonas | Arauca | Caquetá | Guaviare | Meta | Vaupés | Vichada | Casanare | Cundinamarca | Guainía | Meta	CO		VU	I	Distribución en regiones naturales de Colombia y zonas de interés: Amazonía | Orinoquía
urn:lsid:catalogueoflife.org:taxon:4a02cdb3-5e17-11e7-8cee-bc764e092680:col20170724	Orinoquia | Amazonia	CO				
gbif.org/species/9046312	Cauca | Meta | Putumayo | Nariño | Arauca | Caquetá | Guainía | Guaviare	CO				Distribución en regiones naturales de Colombia y zonas de interés: Amazonía | Orinoquía
urn:lsid:catalogueoflife.org:taxon:4f221aeb-5e17-11e7-8cee-bc764e092680:col20170724	Arauca | Casanare | Cundinamarca | Meta | Vichada | Bolívar | Guainía | Guaviare	CO		VU		Distribución en regiones naturales de Colombia y zonas de interés: Orinoquía
urn:lsid:catalogueoflife.org:taxon:24c81a30-5e17-11e7-8cee-bc764e092680:col20170724	Antioquia | Cauca | Chocó | Nariño | Quindío | Risaralda | Tolima | Valle del Cauca | Caldas | Guaviare	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina: Cordillera Occidental | Pacífica
urn:lsid:catalogueoflife.org:taxon:24c7ec5a-5e17-11e7-8cee-bc764e092680:col20170724	Amazonas | Antioquia | Boyacá | Caquetá | Cesar | Cundinamarca | Guaviare | Huila | La Guajira | Magdalena | Meta | Norte de Santander | Tolima | Putumayo | Caldas | Casanare | Guainía | Santander | Vichada	CO				Distribución en regiones naturales de Colombia y zonas de interés: Amazonía | Andina | Caribe
urn:lsid:catalogueoflife.org:taxon:4781b9a1-5e17-11e7-8cee-bc764e092680:col20170724	Amazonas	CO				Distribución en regiones naturales de Colombia y zonas de interés: Amazonía SO
urn:lsid:catalogueoflife.org:taxon:4781bca1-5e17-11e7-8cee-bc764e092680:col20170724	Antioquia | Caldas | Caquetá | Cauca | Cundinamarca | Meta | Putumayo | Risaralda | Quindío | Arauca | Bolívar | Casanare | Chocó | Córdoba | Guainía | Magdalena | Nariño | Santander | Tolima | Valle del Cauca	CO				
gbif.org/species/2439929	Vichada	CO				Distribución en regiones naturales de Colombia y zonas de interés: Orinoquía
urn:lsid:catalogueoflife.org:taxon:63138889-5e17-11e7-8cee-bc764e092680:col20170724	Amazonas | Antioquia | Arauca | Caldas | Caquetá | Cauca | Cundinamarca | Guainía | Guaviare | Meta | Nariño | Putumayo | Quindío | Risaralda | Tolima | Valle del Cauca | Vaupés | Vichada | Atlántico | Bolívar | Boyacá | Casanare | Cesar | Chocó | Córdoba | Huila | Magdalena | Norte de Santander | Santander | Sucre	CO				
urn:lsid:catalogueoflife.org:taxon:477d3dcc-5e17-11e7-8cee-bc764e092680:col20170724	Antioquia | Boyacá | Caldas | Cauca | Cesar | Cundinamarca | Huila | La Guajira | Magdalena | Meta | Nariño | Norte de Santander | Quindío | Risaralda | Santander | Tolima | Valle del Cauca | Arauca | Atlántico | Casanare | Chocó	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina | Valle Medio del Magdalena | Serranía de Perijá
urn:lsid:catalogueoflife.org:taxon:4781bb22-5e17-11e7-8cee-bc764e092680:col20170724	Guainía | Guaviare | Putumayo	CO				Distribución en regiones naturales de Colombia y zonas de interés: Amazonía SO
urn:lsid:catalogueoflife.org:taxon:4781c5ab-5e17-11e7-8cee-bc764e092680:col20170724	Cauca | Cundinamarca	CO		EN		Distribución en regiones naturales de Colombia y zonas de interés: Andina: Cordillera Oriental NE
urn:lsid:catalogueoflife.org:taxon:4781c723-5e17-11e7-8cee-bc764e092680:col20170724	Meta	CO				Distribución en regiones naturales de Colombia y zonas de interés: Orinoquía
urn:lsid:catalogueoflife.org:taxon:4781c89e-5e17-11e7-8cee-bc764e092680:col20170724	Cundinamarca | La Guajira	CO				Distribución en regiones naturales de Colombia y zonas de interés: Cordillera Oriental | Serranía de Perijá
urn:lsid:catalogueoflife.org:taxon:4781cd0f-5e17-11e7-8cee-bc764e092680:col20170724	Meta | Vichada | Arauca | Guainía	CO				Distribución en regiones naturales de Colombia y zonas de interés: Orinoquía
urn:lsid:catalogueoflife.org:taxon:1af20201-5e17-11e7-8cee-bc764e092680:col20170724	Antioquia | Cauca | Chocó | Valle del Cauca	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina: Cordillera Occidental | Caribe: NO | Pacífica
gbif.org/species/8903242	Caquetá	CO				
gbif.org/species/10748731	Antioquia | Caldas | Chocó | Córdoba | Cundinamarca | Nariño | Risaralda | Sucre | Valle del Cauca | Tolima	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina | Caribe | Pacífica
eol.org/pages/60776966	Huila | Putumayo	CO				Distribución en regiones naturales de Colombia y zonas de interés: Amazonía
urn:lsid:catalogueoflife.org:taxon:478190ea-5e17-11e7-8cee-bc764e092680:col20170724	Amazonas | Meta | Guainía	CO				Distribución en regiones naturales de Colombia y zonas de interés: Amazonía | Serranía de La Macarena
mammaldiversity.org/explore.html#species-id=1000045	Caldas | Cesar	CO				
urn:lsid:catalogueoflife.org:taxon:477d4ff6-5e17-11e7-8cee-bc764e092680:col20170724	Chocó | Nariño | Valle del Cauca	CO				Distribución en regiones naturales de Colombia y zonas de interés: Pacífica | Valles Interandinos | Cordillera Occidental
urn:lsid:catalogueoflife.org:taxon:47819553-5e17-11e7-8cee-bc764e092680:col20170724	Antioquia | Arauca | Atlántico | Bolívar | Boyacá | Casanare | Cesar | Córdoba | Cundinamarca | Huila | La Guajira | Magdalena | Norte de Santander | Sucre | Tolima | Caldas | Santander | Valle del Cauca	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina: Cordillera Oriental | Caribe | Sierra Nevada de Santa Marta | Orinoquía
urn:lsid:catalogueoflife.org:taxon:478196d3-5e17-11e7-8cee-bc764e092680:col20170724	Putumayo	CO				Distribución en regiones naturales de Colombia y zonas de interés: Amazonía SE
mammaldiversity.org/explore.html#species-id=1000056	Amazonas | Caquetá | Putumayo	CO				Distribución en regiones naturales de Colombia y zonas de interés: Amazonía
gbif.org/species/10075579	Amazonas | Caquetá | Meta | Vaupés | Vichada | Putumayo | Guaviare	CO				Distribución en regiones naturales de Colombia y zonas de interés: Amazonía | Orinoquía
urn:lsid:catalogueoflife.org:taxon:478199c4-5e17-11e7-8cee-bc764e092680:col20170724	La Guajira	CO		EN		Distribución en regiones naturales de Colombia y zonas de interés: Caribe NE
gbif.org/es/species/11909571	Cauca | Nariño | Valle del Cauca	CO				Distribución en regiones naturales de Colombia y zonas de interés: Pacífica
urn:lsid:catalogueoflife.org:taxon:477d46ad-5e17-11e7-8cee-bc764e092680:col20170724	Amazonas | Caquetá | Vichada	CO				Distribución en regiones naturales de Colombia y zonas de interés: Amazonía
gbif.org/species/10819052	Antioquia | Caldas | Cauca | Cundinamarca | La Guajira | Meta | Nariño | Quindío | Risaralda | Valle del Cauca	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina: pie de monte
gbif.org/es/species/11176526	Antioquia | Caldas	CO	Endémica			Distribución en regiones naturales de Colombia y zonas de interés: Andina
urn:lsid:catalogueoflife.org:taxon:1af1f7f6-5e17-11e7-8cee-bc764e092680:col20170724	Antioquia	CO	Endémica	CR		Distribución en regiones naturales de Colombia y zonas de interés: Andina: Cordillera Central
gbif.org/es/species/11130407	Boyacá | Huila | Santander	CO	Endémica			Distribución en regiones naturales de Colombia y zonas de interés: Andina
urn:lsid:catalogueoflife.org:taxon:1af1fdc3-5e17-11e7-8cee-bc764e092680:col20170724	Putumayo | Caldas	CO				
urn:lsid:organismnames.com:name:5474186	Caldas | Cauca | Cundinamarca | Risaralda	CO				
urn:lsid:catalogueoflife.org:taxon:49fdd13d-5e17-11e7-8cee-bc764e092680:col20170724	Antioquia | Boyacá | Caldas | Caquetá | Cesar | Cundinamarca | Magdalena | Meta | Quindío | Risaralda | Santander | Tolima | Casanare | Guainía | Valle del Cauca | Vaupés	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina: Cordillera Oriental |Sierra Nevada de Santa Marta | Valle Medio del Magdalena Orinoquía
urn:lsid:catalogueoflife.org:taxon:49fdd48a-5e17-11e7-8cee-bc764e092680:col20170724	Guainía | Guaviare | Vaupés	CO				Distribución en regiones naturales de Colombia y zonas de interés: Amazonía SE
urn:lsid:organismnames.com:name:1707377	Antioquia | Nariño	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina: Cordillera Central | Occidental
urn:lsid:catalogueoflife.org:taxon:477d52e9-5e17-11e7-8cee-bc764e092680:col20170724	Caquetá | Norte de Santander | Vichada | Caldas	CO				Distribución en regiones naturales de Colombia y zonas de interés: Orinoquía
urn:lsid:catalogueoflife.org:taxon:477d2929-5e17-11e7-8cee-bc764e092680:col20170724	Amazonas | Caquetá | Guaviare | Meta | Putumayo | Guainía | Vichada	CO				Distribución en regiones naturales de Colombia y zonas de interés: Amazonía
catalogueoflife.org/data/taxon/7KM2C	Boyacá | Meta	CO				
itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=709508#null	Caldas | Valle del Cauca | Cauca | Chocó | Nariño	CO				
urn:lsid:catalogueoflife.org:taxon:2cc8e967-5e17-11e7-8cee-bc764e092680:col20170724	Cundinamarca	CO	Endémica			Distribución en regiones naturales de Colombia y zonas de interés: Andina: Cordillera Central | Oriental
urn:lsid:catalogueoflife.org:taxon:2cc8e7ec-5e17-11e7-8cee-bc764e092680:col20170724	Antioquia | Caldas | Risaralda | Cundinamarca | Huila	CO	Endémica			Distribución en regiones naturales de Colombia y zonas de interés: Andina: Cordillera Central | Oriental
urn:lsid:catalogueoflife.org:taxon:2caab16e-5e17-11e7-8cee-bc764e092680:col20170724	Antioquia | Risaralda | Tolima	CO	Endémica			Distribución en regiones naturales de Colombia y zonas de interés: Andina: Cordillera Central | Occidental
gbif.org/species/10733462	Nariño	CO				
gbif.org/species/9130702	Cesar	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina: Cordillera Oriental
urn:lsid:catalogueoflife.org:taxon:3b92feba-5e17-11e7-8cee-bc764e092680:col20170724	Cauca | Nariño | Valle del Cauca | Huila	CO	Endémica			Distribución en regiones naturales de Colombia y zonas de interés: Andina: Cordillera Central S | Occidental
urn:lsid:catalogueoflife.org:taxon:2caa02de-5e17-11e7-8cee-bc764e092680:col20170724	Norte de Santander | Santander	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina: Cordillera Central S | Occidental
urn:lsid:catalogueoflife.org:taxon:3b930060-5e17-11e7-8cee-bc764e092680:col20170724	Cundinamarca | Norte de Santander | Santander | Arauca | Boyacá | Valle del Cauca	CO	Endémica			Distribución en regiones naturales de Colombia y zonas de interés: Andina: Cordillera Oriental C
urn:lsid:organismnames.com:name:5711537	Valle del Cauca	CO	Endémica			Distribución en regiones naturales de Colombia y zonas de interés: Andina: Cordillera Central
urn:lsid:organismnames.com:name:5711536	Nariño	CO	Endémica			Distribución en regiones naturales de Colombia y zonas de interés: Andina: Nudo de los Pastos
gbif.org/species/9225316	Cundinamarca	CO	Endémica			Distribución en regiones naturales de Colombia y zonas de interés: Andina: Cordillera Oriental
urn:lsid:catalogueoflife.org:taxon:4a02e37a-5e17-11e7-8cee-bc764e092680:col20170724	Atlántico | Bolívar | Cesar | Córdoba | Cundinamarca | La Guajira | Magdalena | Meta | Sucre | Tolima | Vichada | Caldas | Casanare | Guainía | Huila	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina | Caribe| Orinoquía
gbif.org/species/10000105	Cauca	CO	Endémica			Distribución en regiones naturales de Colombia y zonas de interés: Andes: Cordillera Occidental
gbif.org/species/8849391	Antioquia	CO	Endémica			Distribución en regiones naturales de Colombia y zonas de interés: Andes: Cordillera Central
gbif.org/species/8575274	Caldas | Quindío | Risaralda | Tolima	CO	Endémica			Distribución en regiones naturales de Colombia y zonas de interés: Andes: Cordillera Central
gbif.org/species/9871510	Cesar | La Guajira | Magdalena	CO	Endémica			Distribución en regiones naturales de Colombia y zonas de interés: Sierra Nevada de Santa Marta
urn:lsid:catalogueoflife.org:taxon:477d2db4-5e17-11e7-8cee-bc764e092680:col20170724	Antioquia | Chocó | Risaralda | Valle del Cauca |	CO		VU		Distribución en regiones naturales de Colombia y zonas de interés: Andina: Cordillera Occidental | Pacífica
urn:lsid:catalogueoflife.org:taxon:477d2f6b-5e17-11e7-8cee-bc764e092680:col20170724	Antioquia | Boyacá | Caldas | Cauca | Cundinamarca | Huila | Nariño | Quindío | Risaralda | Valle del Cauca | Tolima	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina: Cordillera Oriental | Central | Nudo de los Pastos
gbif.org/species/2440897	Antioquia | Chocó | Córdoba	CO		EN	I	Distribución en regiones naturales de Colombia y zonas de interés: Pacífica
urn:lsid:catalogueoflife.org:taxon:4f2010e3-5e17-11e7-8cee-bc764e092680:col20170824	Antioquia | Cauca | Cundinamarca | Huila | Meta | Nariño | Quindío | Risaralda | Tolima | Valle del Cauca | Caldas | Caquetá | Putumayo	CO		EN	I	Distribución en regiones naturales de Colombia y zonas de interés: Andina
urn:lsid:catalogueoflife.org:taxon:4f200f4b-5e17-11e7-8cee-bc764e092680:col20170824	Antioquia | Amazonas | Arauca | Caquetá | Cauca | Cesar | Córdoba | Guainía | La Guajira | Meta | Magdalena | Vaupés | Vichada | Guaviare | Casanare | Norte de Santander | Putumayo	CO		VU	II	Distribución en regiones naturales de Colombia y zonas de interés: Amazonia | Caribe | Orinoquía
urn:lsid:catalogueoflife.org:taxon:4f22071c-5e17-11e7-8cee-bc764e092680:col20170724	Caldas | Cauca | Nariño | Valle del Cauca | Amazonas | Caquetá | Guaviare | Meta | Putumayo | Antioquia | Arauca | Atlántico | Bolívar | Casanare | Cesar | Chocó | Córdoba | Cundinamarca | Guainía | Magdalena | Santander | Sucre	CO			II	
urn:lsid:catalogueoflife.org:taxon:4f222593-5e17-11e7-8cee-bc764e092680:col20170724	Amazonas | Antioquia | Caldas | Caquetá | Cauca | Cundinamarca | Huila | Meta | Quindío | Santander | Valle del Cauca | Guainía | Guaviare | Putumayo | Vaupés | Vichada | Casanare | Nariño | Tolima	CO				Distribución en regiones naturales de Colombia y zonas de interés: Amazonía | Andina
urn:lsid:catalogueoflife.org:taxon:4f222722-5e17-11e7-8cee-bc764e092680:col20170724	Antioquia | Cauca | Cesar | Chocó | Córdoba | Nariño | Putumayo | Quindío | Risaralda | Sucre | Atlántico | Bolívar | Caldas | Casanare | Cundinamarca | Valle del Cauca | Vichada	CO				Distribución en regiones naturales de Colombia y zonas de interés: Caribe | Pacífica
gbif.org/species/10328744	Amazonas | Caquetá | Meta | Vaupés	CO				Distribución en regiones naturales de Colombia y zonas de interés: Amazonía
gbif.org/species/9934212	Antioquia | Cauca | Chocó | Magdalena | Nariño | Risaralda | Atlántico | Córdoba | Valle del Cauca	CO				Distribución en regiones naturales de Colombia y zonas de interés: Caribe ! Pacífica
urn:lsid:catalogueoflife.org:taxon:4f222a30-5e17-11e7-8cee-bc764e092680:col20170724	Antioquia | Boyacá | Casanare | Cesar | Guainía | La Guajira | Magdalena | Meta | Nariño | Vaupés | Putumayo | Amazonas | Arauca | Atlántico | Bolívar | Córdoba | Cundinamarca | Guaviare | Vichada	CO		VU	II	Distribución en regiones naturales de Colombia y zonas de interés: Amazonía | Andina | Caribe | Orinoquía
urn:lsid:catalogueoflife.org:taxon:4f222bb7-5e17-11e7-8cee-bc764e092680:col20170724	Antioquia | Atlántico | Boyacá | Caldas | Cauca | Cesar | Chocó | Córdoba | Cundinamarca | La Guajira | Magdalena | Norte de Santander | Quindío | Risaralda | Santander | Valle del Cauca | Bolívar | Nariño | Sucre | Tolima	CO			III	Distribución en regiones naturales de Colombia y zonas de interés: Andina | Caribe | Pacífica | Serranía de Perijá
urn:lsid:catalogueoflife.org:taxon:4f222d66-5e17-11e7-8cee-bc764e092680:col20170724	Amazonas | Arauca | Meta | Caquetá | Casanare | Valle del Cauca | Vichada | Amazonas | Putumayo | Chocó | Cundinamarca | Guainía | Guaviare | Magdalena | Santander	CO				Distribución en regiones naturales de Colombia y zonas de interés: Amazonía | Orinoquía
urn:lsid:catalogueoflife.org:taxon:1aeb9e51-5e17-11e7-8cee-bc764e092680:col20170824	Antioquia | Bolívar | Cauca | Chocó | Córdoba | Nariño | Risaralda | Sucre | Valle del Cauca	CO		VU	I	
urn:lsid:catalogueoflife.org:taxon:1aeb83da-5e17-11e7-8cee-bc764e092680:col20170824	Bolívar | Caldas | Cauca | Quindío | Risaralda | Valle del Cauca | Amazonas | Caquetá | Guaviare | Guainía | Nariño | Meta | Putumayo | Vichada | Antioquia | Arauca | Atlántico | Casanare | Cesar | Córdoba | La Guajira | Magdalena | Norte de Santander | Sucre | Tolima	CO			II	
urn:lsid:catalogueoflife.org:taxon:49ffd9d5-5e17-11e7-8cee-bc764e092680:col20170824	Boyacá | Caquetá | Casanare | Meta | Putumayo | Guaviare | Antioquia | Arauca | Guainía	CO		EN	II	
gbif.org/species/2436641	Cauca | Chocó | Nariño | Risaralda | Valle del Cauca | Antioquia | Atlántico | Cesar | Córdoba	CO		CR	II	Distribución en regiones naturales de Colombia y zonas de interés: Pacífica
urn:lsid:catalogueoflife.org:taxon:3b0a2ac0-5e17-11e7-8cee-bc764e092680:col20170824	Antioquia | Bolívar | Boyacá | Caldas | Cesar | La Guajira | Magdalena | Norte de Santander | Santander | Arauca	CO		CR	II	Distribución en regiones naturales de Colombia y zonas de interés: Andina | Caribe
urn:lsid:catalogueoflife.org:taxon:3b0a293f-5e17-11e7-8cee-bc764e092680:col20170824	Cauca | Nariño | Amazonas | Caquetá | Guainía | Guaviare | Meta | Putumayo | Vaupés | Vichada | Antioquia | Arauca | Atlántico | Bolívar | Casanare | Huila	CO		VU		Distribución en regiones naturales de Colombia y zonas de interés: Amazonía | Andina | Caribe | Orinoquía
urn:lsid:catalogueoflife.org:taxon:1da1e033-5e17-11e7-8cee-bc764e092680:col20170824	Amazonas | Putumayo	CO		VU	I	Distribución en regiones naturales de Colombia y zonas de interés: Amazonía
urn:lsid:catalogueoflife.org:taxon:3b0d8221-5e17-11e7-8cee-bc764e092680:col20170824	Amazonas | Caquetá | Putumayo	CO		VU		Distribución en regiones naturales de Colombia y zonas de interés: Amazonía
urn:lsid:catalogueoflife.org:taxon:5a8b1855-5e17-11e7-8cee-bc764e092680:col20170824	Amazonas | Caquetá | Cauca | Meta | Putumayo	CO				Distribución en regiones naturales de Colombia y zonas de interés: Amazonía
urn:lsid:catalogueoflife.org:taxon:5a8aede6-5e17-11e7-8cee-bc764e092680:col20170824	Cauca | Amazonas | Caquetá | Putumayo | Guainía	CO				Distribución en regiones naturales de Colombia y zonas de interés: Amazonía
urn:lsid:catalogueoflife.org:taxon:1aeb89b7-5e17-11e7-8cee-bc764e092680:col20170824	Antioquia | Chocó	CO			I	Distribución en regiones naturales de Colombia y zonas de interés: Pacífica
urn:lsid:catalogueoflife.org:taxon:1aeb8d14-5e17-11e7-8cee-bc764e092680:col20170824	Amazonas | Caquetá | Guaviare | Meta | Guainía | Vaupés	CO			II	Distribución en regiones naturales de Colombia y zonas de interés: Amazonía
urn:lsid:catalogueoflife.org:taxon:1aeb9028-5e17-11e7-8cee-bc764e092680:col20170824	Antioquia | Bolívar | Caldas | Magdalena | Tolima	CO	Endémica	VU	I	Distribución en regiones naturales de Colombia y zonas de interés: Andina | Caribe
urn:lsid:catalogueoflife.org:taxon:1aeb95dd-5e17-11e7-8cee-bc764e092680:col20170824	Antioquia | Bolívar | Chocó | Córdoba | Sucre | Atlántico | Cesar	CO	Endémica	CR	I	Distribución en regiones naturales de Colombia y zonas de interés: Caribe
urn:lsid:catalogueoflife.org:taxon:1aeb8100-5e17-11e7-8cee-bc764e092680:col20170824	Arauca | Casanare | Meta | Vichada	CO	Endémica	VU		Distribución en regiones naturales de Colombia y zonas de interés: Orinoquía
urn:lsid:catalogueoflife.org:taxon:3b0b4678-5e17-11e7-8cee-bc764e092680:col20170824	Magdalena | Norte de Santander | Santander | Atlántico | Bolívar | Caldas | Cesar | Sucre	CO	Endémica	VU		
urn:lsid:catalogueoflife.org:taxon:3b0b4396-5e17-11e7-8cee-bc764e092680:col20170824	Quindío	CO	Endémica		II	
urn:lsid:catalogueoflife.org:taxon:49ffd225-5e17-11e7-8cee-bc764e092680:col20170824	Antioquia | Boyacá | Cauca | Chocó | Cundinamarca | Quindío | Risaralda | Santander | Tolima | Nariño | Caldas | Huila | Valle del Cauca	CO		VU	II	
urn:lsid:catalogueoflife.org:taxon:1a85adf5-5e17-11e7-8cee-bc764e092680:col20170824	Amazonas	CO		EN		
urn:lsid:catalogueoflife.org:taxon:49ffd53f-5e17-11e7-8cee-bc764e092680:col20170824	Amazonas | Guainía | Vichada	CO			II	
urn:lsid:catalogueoflife.org:taxon:49ffd6c0-5e17-11e7-8cee-bc764e092680:col20170824	Amazonas | Caquetá | Guainía | Meta | Putumayo | Vaupés | Guaviare	CO			II	
urn:lsid:catalogueoflife.org:taxon:3b0b4503-5e17-11e7-8cee-bc764e092680:col20170824	Antioquia | Cauca | Chocó | Nariño | Valle del Cauca	CO		VU		
urn:lsid:catalogueoflife.org:taxon:49fffae0-5e17-11e7-8cee-bc764e092680:col20170824	Amazonas | Arauca | Caquetá | Guainía | Putumayo | Vaupés | Vichada | Guaviare | Nariño | Casanare | Cundinamarca | Magdalena | Meta | Santander | Sucre	CO			II	Distribución en regiones naturales de Colombia y zonas de interés: Amazonía | Orinoquía
urn:lsid:catalogueoflife.org:taxon:49fffdf0-5e17-11e7-8cee-bc764e092680:col20170824	Antioquia | Atlántico | Bolívar | Cauca | Chocó | Córdoba | Nariño | Risaralda | Sucre | Valle del Cauca | Cesar | Magdalena	CO		VU	II	Distribución en regiones naturales de Colombia y zonas de interés: Caribe | Pacífica
urn:lsid:catalogueoflife.org:taxon:3b0b4f43-5e17-11e7-8cee-bc764e092680:col20170824	Norte de Santander | Santander	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina
urn:lsid:catalogueoflife.org:taxon:3b0b4ae0-5e17-11e7-8cee-bc764e092680:col20170824	La Guajira | Magdalena | Santander	CO	Endémica	EN		Distribución en regiones naturales de Colombia y zonas de interés: Caribe | Sierra Nevada de Santa Marta
urn:lsid:catalogueoflife.org:taxon:3b0b4c53-5e17-11e7-8cee-bc764e092680:col20170824	Antioquia | Bolívar | Boyacá | Cesar | Cundinamarca | Norte de Santander | Sucre | Tolima | Caldas | Santander	CO		EN		Distribución en regiones naturales de Colombia y zonas de interés: Andina | Caribe
urn:lsid:catalogueoflife.org:taxon:3b0d41ab-5e17-11e7-8cee-bc764e092680:col20170824	Boyacá | Cauca | Guainía | Huila | Meta | Putumayo | Amazonas | Caquetá | Guaviare | Vaupés | Vichada | Arauca | Bolívar | Casanare	CO				Distribución en regiones naturales de Colombia y zonas de interés: Orinoquía
urn:lsid:catalogueoflife.org:taxon:3b0c1730-5e17-11e7-8cee-bc764e092680:col20170824	Boyacá | Cauca | Cundinamarca | Guainía | Huila | Meta | Nariño | Putumayo | Valle del Cauca | Vichada | Amazonas | Caquetá | Guaviare | Vaupés | Arauca | Casanare	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina | Orinoquía
urn:lsid:catalogueoflife.org:taxon:4a0008ef-5e17-11e7-8cee-bc764e092680:col20170824	Guainía | Guaviare | Vaupés	CO				Distribución en regiones naturales de Colombia y zonas de interés: Amazonía
gbif.org/species/9527247	Amazonas | Caquetá	CO		VU	II	
gbif.org/species/9335792	Amazonas | Guainía | Guaviare | Vaupés | Vichada | Nariño | Caquetá | Meta	CO			II	
gbif.org/species/9407885	Amazonas | Caquetá | Putumayo	CO	Endémica	VU	II	
urn:lsid:catalogueoflife.org:taxon:53e2504f-5e17-11e7-8cee-bc764e092680:col20170824	Amazonas | Caquetá | Putumayo	CO			II	Distribución en regiones naturales de Colombia y zonas de interés: Amazonía
urn:lsid:catalogueoflife.org:taxon:5a8af629-5e17-11e7-8cee-bc764e092680:col20170824	Caquetá | Putumayo | Meta	CO		VU	II	Distribución en regiones naturales de Colombia y zonas de interés: Amazonía
urn:lsid:catalogueoflife.org:taxon:5a8b5194-5e17-11e7-8cee-bc764e092680:col20170824	Caquetá | Cauca | Putumayo	CO	Endémica	CR	II	
urn:lsid:catalogueoflife.org:taxon:5a8b4e82-5e17-11e7-8cee-bc764e092680:col20170824	Putumayo	CO		VU	II	
gbif.org/species/9250812	Meta | Guaviare	CO	Endémica	VU	II	
urn:lsid:catalogueoflife.org:taxon:4a01283a-5e17-11e7-8cee-bc764e092680:col20170824	Nariño | Arauca | Boyacá | Casanare | Guainía | Guaviare	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina: Cordillera Occidental
urn:lsid:catalogueoflife.org:taxon:4a012ce4-5e17-11e7-8cee-bc764e092680:col20170824	Boyacá | Cundinamarca | Meta | Vichada | Cauca | Nariño | Putumayo	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina
urn:lsid:catalogueoflife.org:taxon:3b8db4c0-5e17-11e7-8cee-bc764e092680:col20170824	Amazonas | Caquetá | Guaviare | Meta | Putumayo | Antioquia | Arauca | Bolívar | Cauca | Chocó | Cundinamarca | Guainía | Risaralda | Santander | Valle del Cauca | Vichada	CO				Distribución en regiones naturales de Colombia y zonas de interés: ausente en Andina | Caribe | Pacífica |
urn:lsid:catalogueoflife.org:taxon:3b8db328-5e17-11e7-8cee-bc764e092680:col20170824	Antioquia | Chocó | Córdoba | Magdalena | Sucre | Valle del Cauca | Atlántico | Bolívar | Caldas | Cauca | Cesar	CO		VU		Distribución en regiones naturales de Colombia y zonas de interés: Caribe | Pacífica
urn:lsid:catalogueoflife.org:taxon:3b8722b7-5e17-11e7-8cee-bc764e092680:col20170824	Caldas | Casanare	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina: Cordillera Central
urn:lsid:catalogueoflife.org:taxon:3b872140-5e17-11e7-8cee-bc764e092680:col20170824	Antioquia | Cauca | Cundinamarca | Nariño | Quindío | Risaralda | Valle del Cauca | Caldas | Tolima	CO	Endémica			Distribución en regiones naturales de Colombia y zonas de interés: Andina: Cordillera Occidental |Central
urn:lsid:catalogueoflife.org:taxon:1a9b773b-5e17-11e7-8cee-bc764e092680:col20170824	La Guajira | Casanare | Cesar | Guainía	CO				Distribución en regiones naturales de Colombia y zonas de interés: Caribe NE
urn:lsid:catalogueoflife.org:taxon:1a9b830a-5e17-11e7-8cee-bc764e092680:col20170824	Cundinamarca | Casanare	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina: Cordillera Oriental
gbif.org/es/species/11765871	Norte de Santander	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina
