id	identifier	bibliographicCitation	title	creator	date	source
urn:lsid:catalogueoflife.org:taxon:2cab4204-5e17-11e7-8cee-bc764e092680:col20170824	Pp. 377-390 in Mammals of South America, Volume 2: Rodents (Patton, J.L., et al. eds.), The University of Chicago Press, USA	PERCEQUILLO AR. 2015. GenusNephelomysWeksler, Percequillo, and Voss, 2006. Pp. 377-390 in Mammals of South America, Volume 2: Rodents (Patton, J.L., et al. eds.), The University of Chicago Press, USA.	GenusNephelomysWeksler, Percequillo, and Voss, 2006	PERCEQUILLO AR	2015	Pp. 377-390 in Mammals of South America, Volume 2: Rodents (Patton, J.L., et al. eds.), The University of Chicago Press, USA
gbif.org/species/7887692	Therya 9:103-106. https://doi.org/10.12933/therya-18-431	Bautista Plazas S, Rodríguez Bolaños A, Castellanos Flores R. 2018. First record of Eastern Cloud Forest Rat Nephelomys nimbosus (Rodentia: Cricetidae) for Colombia. Therya 9:103-106. https://doi.org/10.12933/therya-18-431	First record of Eastern Cloud Forest Rat Nephelomys nimbosus (Rodentia: Cricetidae) for Colombia.	Bautista Plazas S, A Rodríguez Bolaños, R Castellanos Flores	2018	Therya 9:103-106. https://doi.org/10.12933/therya-18-431
urn:lsid:catalogueoflife.org:taxon:23663543-5e17-11e7-8cee-bc764e092680:col20170824	Cytogenetics and Cell Genetics 69:44-49	AGUILERA M, A PÉREZ-ZAPATA y A. MARTINO. 1995a. Cytogenetics and karyosystematics of Oryzomys albigularis (Rodentia, Cricetidae) from Venezuela. Cytogenetics and Cell Genetics 69:44-49.	Cytogenetics and karyosystematics of Oryzomys albigularis (Rodentia, Cricetidae) from Venezuela	AGUILERA M, A PÉREZ-ZAPATA y A. MARTINO	1995	Cytogenetics and Cell Genetics 69:44-49
urn:lsid:catalogueoflife.org:taxon:3b87116c-5e17-11e7-8cee-bc764e092680:col20170824	Caldasia 15:471-501	CUERVO DÍAZ A, JI HERNÁNDEZ-CAMACHO y A CADENA. 1986. Lista actualizada de los mamíferos de Colombia: anotaciones sobre su distribución. Caldasia 15:471-501.	Lista actualizada de los mamíferos de Colombia: anotaciones sobre su distribución	CUERVO DÍAZ A, JI HERNÁNDEZ-CAMACHO y A CADENA	1986	Caldasia 15:471-501
urn:lsid:catalogueoflife.org:taxon:3b870e9c-5e17-11e7-8cee-bc764e092680:col20170824	Mastozoología Neotropical 21: 367-372	RODRÍGUEZ-POSADA ME. 2014. Primer registro del ratón de agua del Táchira,Neusticomys mussoi(Rodentia, Cricetidae) en Colombia. Mastozoología Neotropical 21: 367-372	Primer registro del ratón de agua del Táchira,Neusticomys mussoi(Rodentia, Cricetidae) en Colombia	RODRÍGUEZ-POSADA ME	2014	Mastozoología Neotropical 21: 367-372
urn:lsid:zoobank.org:act:FB716D66-3D57-40A0-9E48-0E8A5A9B402E	Zoological Studies (2015) 54: 49	HANSON et al. 2015. A new species of fish-eating rat, genusNeusticomys(Sigmodontinae), from Ecuador. Zoological Studies (2015) 54: 49.	A new species of fish-eating rat, genusNeusticomys(Sigmodontinae), from Ecuador	HANSON et al	2015	Zoological Studies (2015) 54: 49
urn:lsid:catalogueoflife.org:taxon:3badb509-5e17-11e7-8cee-bc764e092680:col20170824	Biota Colombiana 1:43-75	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA. 2000b. Mamíferos (Synapsida: Theria) de Colombia. Biota Colombiana 1:43-75.	Mamíferos (Synapsida: Theria) de Colombia	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA	2000	Biota Colombiana 1:43-75
urn:lsid:catalogueoflife.org:taxon:3b92cec2-5e17-11e7-8cee-bc764e092680:col20170824	Caldasia 15:471-501	CUERVO DÍAZ A, JI HERNÁNDEZ-CAMACHO y A CADENA. 1986. Lista actualizada de los mamíferos de Colombia: anotaciones sobre su distribución. Caldasia 15:471-501.	Lista actualizada de los mamíferos de Colombia: anotaciones sobre su distribución	CUERVO DÍAZ A, JI HERNÁNDEZ-CAMACHO y A CADENA	1986	Caldasia 15:471-501
urn:lsid:catalogueoflife.org:taxon:3b92cd35-5e17-11e7-8cee-bc764e092680:col20170824	Biota Colombiana 1:43-75	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA. 2000b. Mamíferos (Synapsida: Theria) de Colombia. Biota Colombiana 1:43-75.	Mamíferos (Synapsida: Theria) de Colombia	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA	2000	Biota Colombiana 1:43-75
urn:lsid:catalogueoflife.org:taxon:3b92c902-5e17-11e7-8cee-bc764e092680:col20170824	Pp. 393-417 in Mammals of South America, Volume 2: Rodents (Patton, J.L., et al. eds.), The University of Chicago Press, USA	CARLETON MD y GG MUSSER. 2015. Genus Oecomys Thomas, 1906. Pp. 393-417 in Mammals of South America, Volume 2: Rodents (Patton, J.L., et al. eds.), The University of Chicago Press, USA.	Genus Oecomys Thomas, 1906	CARLETON MD y GG MUSSER	2015	Pp. 393-417 in Mammals of South America, Volume 2: Rodents (Patton, J.L., et al. eds.), The University of Chicago Press, USA
urn:lsid:catalogueoflife.org:taxon:3b929d01-5e17-11e7-8cee-bc764e092680:col20170824	Biota Colombiana 1:43-75	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA. 2000b. Mamíferos (Synapsida: Theria) de Colombia. Biota Colombiana 1:43-75.	Mamíferos (Synapsida: Theria) de Colombia	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA	2000	Biota Colombiana 1:43-75
urn:lsid:catalogueoflife.org:taxon:3b929b91-5e17-11e7-8cee-bc764e092680:col20170824	Proceedings of the United States National Museum 110: 513-568	HERSHKOVITZ P. 1960. Mammals of northern Colombia, preliminary report No. 8: Arboreal rice rats, a systematic revision of the subgenus Oecomys, genus Oryzomys. Proceedings of the United States National Museum 110: 513-568.	Mammals of northern Colombia, preliminary report No.8: Arboreal rice rats, a systematic revision of the subgenus Oecomys, genus Oryzomys	HERSHKOVITZ P	1960	Proceedings of the United States National Museum 110: 513-568
urn:lsid:catalogueoflife.org:taxon:3b929a21-5e17-11e7-8cee-bc764e092680:col20170824	Bulletin of the American Museum of Natural History 244:1-306	PATTON JL, MNF DA SILVA y JR MALCOLM. 2000. Mammals of the Rio Juruá and the evolutionary and ecological diversification of Amazonia. Bulletin of the American Museum of Natural History 244:1-306.	Mammals of the Rio Juruá and the evolutionary and ecological diversification of Amazonia	PATTON JL, MNF DA SILVA y JR MALCOLM	2000	Bulletin of the American Museum of Natural History 244:1-306
gbif.org/species/8317371	Pp. 417-437 in Mammals of South America, Volume 2: Rodents (Patton, J.L., et al. eds.), The University of Chicago Press, USA	WEKSLER M y CR BONVICINO. 2015. GenusOligoryzomys Bangs, 1900. Pp. 417-437 in Mammals of South America, Volume 2: Rodents (Patton, J.L., et al. eds.), The University of Chicago Press, USA.	GenusOligoryzomys Bangs, 1900	WEKSLER M y CR BONVICINO	2015	Pp. 417-437 in Mammals of South America, Volume 2: Rodents (Patton, J.L., et al. eds.), The University of Chicago Press, USA
urn:lsid:catalogueoflife.org:taxon:3b9290b6-5e17-11e7-8cee-bc764e092680:col20170824	Biota Colombiana 1:43-75	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA. 2000b. Mamíferos (Synapsida: Theria) de Colombia. Biota Colombiana 1:43-75.	Mamíferos (Synapsida: Theria) de Colombia	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA	2000	Biota Colombiana 1:43-75
urn:lsid:catalogueoflife.org:taxon:3b8dfaca-5e17-11e7-8cee-bc764e092680:col20170824	Biota Colombiana 1:43-75	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA. 2000b. Mamíferos (Synapsida: Theria) de Colombia. Biota Colombiana 1:43-75.	Mamíferos (Synapsida: Theria) de Colombia	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA	2000	Biota Colombiana 1:43-75
urn:lsid:catalogueoflife.org:taxon:4a037d2f-5e17-11e7-8cee-bc764e092680:col20170824	Biota Colombiana 1:43-75	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA. 2000b. Mamíferos (Synapsida: Theria) de Colombia. Biota Colombiana 1:43-75.	Mamíferos (Synapsida: Theria) de Colombia	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA	2000	Biota Colombiana 1:43-75
urn:lsid:catalogueoflife.org:taxon:3b8e1a68-5e17-11e7-8cee-bc764e092680:col20170824	Biota Colombiana 1:43-75	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA. 2000b. Mamíferos (Synapsida: Theria) de Colombia. Biota Colombiana 1:43-75.	Mamíferos (Synapsida: Theria) de Colombia	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA	2000	Biota Colombiana 1:43-75
urn:lsid:catalogueoflife.org:taxon:233a3b41-5e17-11e7-8cee-bc764e092680:col20170824	Biota Colombiana 1:43-75	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA. 2000b. Mamíferos (Synapsida: Theria) de Colombia. Biota Colombiana 1:43-75.	Mamíferos (Synapsida: Theria) de Colombia	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA	2000	Biota Colombiana 1:43-75
urn:lsid:catalogueoflife.org:taxon:1aa0a7c6-5e17-11e7-8cee-bc764e092680:col20170824	Pp: 894-1531, en: Mammal Species of the World: a taxonomic and geographic reference (DE Wilson y DM Reeder, eds	MUSSER GG y MD CARLETON. 2005. Superfamily Muroidea. Pp: 894-1531, en: Mammal Species of the World: a taxonomic and geographic reference (DE Wilson y DM Reeder, eds.). 3a ed., vol. 1, 2, The Johns Hopkins University Press, Baltimore, Maryland, USA. 2.142 pp.	Superfamily Muroidea	MUSSER GG y MD CARLETON	2005	Pp: 894-1531, en: Mammal Species of the World: a taxonomic and geographic reference (DE Wilson y DM Reeder, eds
urn:lsid:catalogueoflife.org:taxon:1a9b9a5a-5e17-11e7-8cee-bc764e092680:col20170824	Pp: 894-1531, en: Mammal Species of the World: a taxonomic and geographic reference (DE Wilson y DM Reeder, eds	MUSSER GG y MD CARLETON. 2005. Superfamily Muroidea. Pp: 894-1531, en: Mammal Species of the World: a taxonomic and geographic reference (DE Wilson y DM Reeder, eds.). 3a ed., vol. 1, 2, The Johns Hopkins University Press, Baltimore, Maryland, USA. 2.142 pp.	Superfamily Muroidea	MUSSER GG y MD CARLETON	2005	Pp: 894-1531, en: Mammal Species of the World: a taxonomic and geographic reference (DE Wilson y DM Reeder, eds
urn:lsid:catalogueoflife.org:taxon:1a9b974f-5e17-11e7-8cee-bc764e092680:col20170824	Pp: 894-1531, en: Mammal Species of the World: a taxonomic and geographic reference (DE Wilson y DM Reeder, eds	MUSSER GG y MD CARLETON. 2005. Superfamily Muroidea. Pp: 894-1531, en: Mammal Species of the World: a taxonomic and geographic reference (DE Wilson y DM Reeder, eds.). 3a ed., vol. 1, 2, The Johns Hopkins University Press, Baltimore, Maryland, USA. 2.142 pp.	Superfamily Muroidea	MUSSER GG y MD CARLETON	2005	Pp: 894-1531, en: Mammal Species of the World: a taxonomic and geographic reference (DE Wilson y DM Reeder, eds
urn:lsid:catalogueoflife.org:taxon:1a9b95d6-5e17-11e7-8cee-bc764e092680:col20170824	Biota Colombiana 1:43-75	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA. 2000b. Mamíferos (Synapsida: Theria) de Colombia. Biota Colombiana 1:43-75.	Mamíferos (Synapsida: Theria) de Colombia	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA	2000	Biota Colombiana 1:43-75
urn:lsid:catalogueoflife.org:taxon:1a9b945d-5e17-11e7-8cee-bc764e092680:col20170824	Pp. 583-617 in Mammals of South America, Volume 2: Rodents (Patton, J.L., et al. eds.), The University of Chicago Press, USA.	TRIBE, C. J. 2015. GenusRhipidomysTschudi, 1845. Pp. 583-617 in Mammals of South America, Volume 2: Rodents (Patton, J.L., et al. eds.), The University of Chicago Press, USA.	GenusRhipidomysTschudi, 1845	TRIBE, C. J	2015	Pp. 583-617 in Mammals of South America, Volume 2: Rodents (Patton, J.L., et al. eds.), The University of Chicago Press, USA.
gbif.org/es/species/11839954	Pp. 583-617 in Mammals of South America, Volume 2: Rodents (Patton, J.L., et al. eds.), The University of Chicago Press, USA.	TRIBE, C. J. 2015. GenusRhipidomysTschudi, 1845. Pp. 583-617 in Mammals of South America, Volume 2: Rodents (Patton, J.L., et al. eds.), The University of Chicago Press, USA.	GenusRhipidomysTschudi, 1845	TRIBE, C. J	2015	Pp. 583-617 in Mammals of South America, Volume 2: Rodents (Patton, J.L., et al. eds.), The University of Chicago Press, USA.
urn:lsid:catalogueoflife.org:taxon:53e51643-5e17-11e7-8cee-bc764e092680:col20170824	Pp: 501-755, en: Mammal Species of the World: a taxonomic and geographic reference (DE Wilson y DM Reeder, eds	MUSSER GG y MD CARLETON. 1993. Family Muridae. Pp: 501-755, en: Mammal Species of the World: a taxonomic and geographic reference (DE Wilson y DM Reeder, eds.). 2da ed., Smithsonian Institution Press, Washington, D.C., USA.	Family Muridae	MUSSER GG y MD CARLETON	1993	Pp: 501-755, en: Mammal Species of the World: a taxonomic and geographic reference (DE Wilson y DM Reeder, eds
urn:lsid:catalogueoflife.org:taxon:49fd43d2-5e17-11e7-8cee-bc764e092680:col20170824	Mammalian Biology 69:119-140	GÓMEZ-LAVERDE M, RP ANDERSON y LF GARCÍA. 2004. Integrated systematic reevaluation of the Amazonian genus Scolomys (Rodentia: Sigmodontinae). Mammalian Biology 69:119-140.	Integrated systematic reevaluation of the Amazonian genus Scolomys (Rodentia: Sigmodontinae)	GÓMEZ-LAVERDE M, RP ANDERSON y LF GARCÍA	2004	Mammalian Biology 69:119-140
gbif.org/species/2438155	Biota Colombiana 1:43-75	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA. 2000b. Mamíferos (Synapsida: Theria) de Colombia. Biota Colombiana 1:43-75.	Mamíferos (Synapsida: Theria) de Colombia	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA	2000	Biota Colombiana 1:43-75
urn:lsid:catalogueoflife.org:taxon:3b8d297a-5e17-11e7-8cee-bc764e092680:col20170824	Pp: 894-1531, en: Mammal Species of the World: a taxonomic and geographic reference (DE Wilson y DM Reeder, eds	MUSSER GG y MD CARLETON. 2005. Superfamily Muroidea. Pp: 894-1531, en: Mammal Species of the World: a taxonomic and geographic reference (DE Wilson y DM Reeder, eds.). 3a ed., vol. 1, 2, The Johns Hopkins University Press, Baltimore, Maryland, USA. 2.142 pp.	Superfamily Muroidea	MUSSER GG y MD CARLETON	2005	Pp: 894-1531, en: Mammal Species of the World: a taxonomic and geographic reference (DE Wilson y DM Reeder, eds
urn:lsid:catalogueoflife.org:taxon:49fd5247-5e17-11e7-8cee-bc764e092680:col20170824	Caldasia 15:471-501	CUERVO DÍAZ A, JI HERNÁNDEZ-CAMACHO y A CADENA. 1986. Lista actualizada de los mamíferos de Colombia: anotaciones sobre su distribución. Caldasia 15:471-501.	Lista actualizada de los mamíferos de Colombia: anotaciones sobre su distribución	CUERVO DÍAZ A, JI HERNÁNDEZ-CAMACHO y A CADENA	1986	Caldasia 15:471-501
urn:lsid:catalogueoflife.org:taxon:49fd5927-5e17-11e7-8cee-bc764e092680:col20170824	Biota Colombiana 1:43-75	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA. 2000b. Mamíferos (Synapsida: Theria) de Colombia. Biota Colombiana 1:43-75.	Mamíferos (Synapsida: Theria) de Colombia	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA	2000	Biota Colombiana 1:43-75
urn:lsid:catalogueoflife.org:taxon:49fd5ac6-5e17-11e7-8cee-bc764e092680:col20170824	Pp. 617-682 in Mammals of South America, Volume 2: Rodents (Patton, J.L., et al. eds.), The University of Chicago Press, USA	PACHECO V. 2015. GenusThomasomysCoues, 1884. Pp. 617-682 in Mammals of South America, Volume 2: Rodents (Patton, J.L., et al. eds.), The University of Chicago Press, USA	GenusThomasomysCoues, 1884	PACHECO V	2015	Pp. 617-682 in Mammals of South America, Volume 2: Rodents (Patton, J.L., et al. eds.), The University of Chicago Press, USA
urn:lsid:catalogueoflife.org:taxon:49fd5c9c-5e17-11e7-8cee-bc764e092680:col20170824	Biota Colombiana 1:43-75	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA. 2000b. Mamíferos (Synapsida: Theria) de Colombia. Biota Colombiana 1:43-75.	Mamíferos (Synapsida: Theria) de Colombia	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA	2000	Biota Colombiana 1:43-75
urn:lsid:catalogueoflife.org:taxon:49fd5e23-5e17-11e7-8cee-bc764e092680:col20170824	Biota Colombiana 1:43-75	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA. 2000b. Mamíferos (Synapsida: Theria) de Colombia. Biota Colombiana 1:43-75.	Mamíferos (Synapsida: Theria) de Colombia	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA	2000	Biota Colombiana 1:43-75
urn:lsid:catalogueoflife.org:taxon:3b8d17bc-5e17-11e7-8cee-bc764e092680:col20170824	Ph.D. Thesis, City University of New York, New York, USA.	PACHECO VR. 2003. Phylogenetic analyses of the Thomasomyini (Muroidea: Sigmodontinae) based on morphological data. Ph.D. Thesis, City University of New York, New York, USA.	Phylogenetic analyses of the Thomasomyini (Muroidea: Sigmodontinae) based on morphological data	PACHECO VR	2003	Ph.D. Thesis, City University of New York, New York, USA.
gbif.org/species/10683833	Ph.D. Thesis, City University of New York, New York, USA.	PACHECO VR. 2003. Phylogenetic analyses of the Thomasomyini (Muroidea: Sigmodontinae) based on morphological data. Ph.D. Thesis, City University of New York, New York, USA.	Phylogenetic analyses of the Thomasomyini (Muroidea: Sigmodontinae) based on morphological data	PACHECO VR	2003	Ph.D. Thesis, City University of New York, New York, USA.
gbif.org/species/10831683	Ph.D. Thesis, City University of New York, New York, USA.	PACHECO VR. 2003. Phylogenetic analyses of the Thomasomyini (Muroidea: Sigmodontinae) based on morphological data. Ph.D. Thesis, City University of New York, New York, USA.	Phylogenetic analyses of the Thomasomyini (Muroidea: Sigmodontinae) based on morphological data	PACHECO VR	2003	Ph.D. Thesis, City University of New York, New York, USA.
urn:lsid:catalogueoflife.org:taxon:49fd3b1e-5e17-11e7-8cee-bc764e092680:col20170824	Field Museum of Natural History, Zoological Series 10:33-66	OSGOOD WH. 1912. Mammals from western Venezuela and eastern Colombia. Field Museum of Natural History, Zoological Series 10:33-66.	Mammals from western Venezuela and eastern Colombia	OSGOOD WH	1912	Field Museum of Natural History, Zoological Series 10:33-66
urn:lsid:catalogueoflife.org:taxon:49fd3329-5e17-11e7-8cee-bc764e092680:col20170824	Biota Colombiana 1:43-75	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA. 2000b. Mamíferos (Synapsida: Theria) de Colombia. Biota Colombiana 1:43-75.	Mamíferos (Synapsida: Theria) de Colombia	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA	2000	Biota Colombiana 1:43-75
urn:lsid:catalogueoflife.org:taxon:49fd3198-5e17-11e7-8cee-bc764e092680:col20170824	Biota Colombiana 1:43-75	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA. 2000b. Mamíferos (Synapsida: Theria) de Colombia. Biota Colombiana 1:43-75.	Mamíferos (Synapsida: Theria) de Colombia	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA	2000	Biota Colombiana 1:43-75
gbif.org/species/5786833	Ph.D. Thesis, City University of New York, New York, USA.	PACHECO VR. 2003. Phylogenetic analyses of the Thomasomyini (Muroidea: Sigmodontinae) based on morphological data. Ph.D. Thesis, City University of New York, New York, USA.	Phylogenetic analyses of the Thomasomyini (Muroidea: Sigmodontinae) based on morphological data	PACHECO VR	2003	Ph.D. Thesis, City University of New York, New York, USA.
urn:lsid:catalogueoflife.org:taxon:49fd3002-5e17-11e7-8cee-bc764e092680:col20170824	Biota Colombiana 1:43-75	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA. 2000b. Mamíferos (Synapsida: Theria) de Colombia. Biota Colombiana 1:43-75.	Mamíferos (Synapsida: Theria) de Colombia	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA	2000	Biota Colombiana 1:43-75
urn:lsid:catalogueoflife.org:taxon:3b927598-5e17-11e7-8cee-bc764e092680:col20170824	Pp. 617-682 in Mammals of South America, Volume 2: Rodents (Patton, J.L., et al. eds.), The University of Chicago Press, USA	PACHECO V. 2015. GenusThomasomysCoues, 1884. Pp. 617-682 in Mammals of South America, Volume 2: Rodents (Patton, J.L., et al. eds.), The University of Chicago Press, USA	GenusThomasomysCoues, 1884	PACHECO V	2015	Pp. 617-682 in Mammals of South America, Volume 2: Rodents (Patton, J.L., et al. eds.), The University of Chicago Press, USA
urn:lsid:catalogueoflife.org:taxon:3b8c15fb-5e17-11e7-8cee-bc764e092680:col20170824	Pp: 894-1531, en: Mammal Species of the World: a taxonomic and geographic reference (DE Wilson y DM Reeder, eds	MUSSER GG y MD CARLETON. 2005. Superfamily Muroidea. Pp: 894-1531, en: Mammal Species of the World: a taxonomic and geographic reference (DE Wilson y DM Reeder, eds.). 3a ed., vol. 1, 2, The Johns Hopkins University Press, Baltimore, Maryland, USA. 2.142 pp.	Superfamily Muroidea	MUSSER GG y MD CARLETON	2005	Pp: 894-1531, en: Mammal Species of the World: a taxonomic and geographic reference (DE Wilson y DM Reeder, eds
gbif.org/species/10873153	Ph.D. Thesis, City University of New York, New York, USA.	PACHECO VR. 2003. Phylogenetic analyses of the Thomasomyini (Muroidea: Sigmodontinae) based on morphological data. Ph.D. Thesis, City University of New York, New York, USA.	Phylogenetic analyses of the Thomasomyini (Muroidea: Sigmodontinae) based on morphological data	PACHECO VR	2003	Ph.D. Thesis, City University of New York, New York, USA.
urn:lsid:catalogueoflife.org:taxon:2364e2cb-5e17-11e7-8cee-bc764e092680:col20170824	Bulletin of the American Museum of Natural History 236:1-376	MUSSER GG, MD CARLETON, EM BROTHERS y AL GARDNER. 1998. Systematic studies of Oryzomyine rodents (Muridae: Sigmodontinae): diagnoses and distributions of species formerly assigned to Oryzomys capito. Bulletin of the American Museum of Natural History 236:1-376.	Systematic studies of Oryzomyine rodents (Muridae: Sigmodontinae): diagnoses and distributions of species formerly assigned to Oryzomys capito	MUSSER GG, MD CARLETON, EM BROTHERS y AL GARDNER	1998	Bulletin of the American Museum of Natural History 236:1-376
urn:lsid:catalogueoflife.org:taxon:2364e154-5e17-11e7-8cee-bc764e092680:col20170824	Bulletin of the American Museum of Natural History 236:1-376	MUSSER GG, MD CARLETON, EM BROTHERS y AL GARDNER. 1998. Systematic studies of Oryzomyine rodents (Muridae: Sigmodontinae): diagnoses and distributions of species formerly assigned to Oryzomys capito. Bulletin of the American Museum of Natural History 236:1-376.	Systematic studies of Oryzomyine rodents (Muridae: Sigmodontinae): diagnoses and distributions of species formerly assigned to Oryzomys capito	MUSSER GG, MD CARLETON, EM BROTHERS y AL GARDNER	1998	Bulletin of the American Museum of Natural History 236:1-376
urn:lsid:catalogueoflife.org:taxon:3b8f035b-5e17-11e7-8cee-bc764e092680:col20170824	Biota Colombiana 1:43-75	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA. 2000b. Mamíferos (Synapsida: Theria) de Colombia. Biota Colombiana 1:43-75.	Mamíferos (Synapsida: Theria) de Colombia	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA	2000	Biota Colombiana 1:43-75
urn:lsid:catalogueoflife.org:taxon:3b8e969e-5e17-11e7-8cee-bc764e092680:col20170824	Biota Colombiana 1:43-75	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA. 2000b. Mamíferos (Synapsida: Theria) de Colombia. Biota Colombiana 1:43-75.	Mamíferos (Synapsida: Theria) de Colombia	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA	2000	Biota Colombiana 1:43-75
urn:lsid:catalogueoflife.org:taxon:3b8e94e3-5e17-11e7-8cee-bc764e092680:col20170824	Biota Colombiana 1:43-75	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA. 2000b. Mamíferos (Synapsida: Theria) de Colombia. Biota Colombiana 1:43-75.	Mamíferos (Synapsida: Theria) de Colombia	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA	2000	Biota Colombiana 1:43-75
urn:lsid:catalogueoflife.org:taxon:3b8dacaf-5e17-11e7-8cee-bc764e092680:col20170824	Biota Colombiana 1:43-75	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA. 2000b. Mamíferos (Synapsida: Theria) de Colombia. Biota Colombiana 1:43-75.	Mamíferos (Synapsida: Theria) de Colombia	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA	2000	Biota Colombiana 1:43-75
urn:lsid:catalogueoflife.org:taxon:25b69be0-5e17-11e7-8cee-bc764e092680:col20170824	Pp: 221-233, en: Colombia Biodiversidad Biótica V: la alta montaña de la Serranía de Perijá (JO Rangel-Ch	CORREDOR-CARRILLO DA y Y MUÑOZ-SABA. 2007. Mamíferos de la alta montaña de Perijá. Pp: 221-233, en: Colombia Biodiversidad Biótica V: la alta montaña de la Serranía de Perijá (JO Rangel-Ch., ed.). Universidad Nacional de Colombia, Facultad de Ciencias, Instituto de Ciencias Naturales, Corporación Autónoma Regional del Cesar (CORPOCESAR), Gobernación del Departamento del Cesar, Bogotá D.C., Colombia. 492 pp.	Mamíferos de la alta montaña de Perijá	CORREDOR-CARRILLO DA y Y MUÑOZ-SABA	2007	Pp: 221-233, en: Colombia Biodiversidad Biótica V: la alta montaña de la Serranía de Perijá (JO Rangel-Ch
urn:lsid:catalogueoflife.org:taxon:4a01442d-5e17-11e7-8cee-bc764e092680:col20170824	Biota Colombiana 1:43-75	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA. 2000b. Mamíferos (Synapsida: Theria) de Colombia. Biota Colombiana 1:43-75.	Mamíferos (Synapsida: Theria) de Colombia	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA	2000	Biota Colombiana 1:43-75
urn:lsid:catalogueoflife.org:taxon:4a014d71-5e17-11e7-8cee-bc764e092680:col20170824	The University of Chicago Press, Chicago, USA. 281 pp.	EMMONS LH y F FEER 1997. Neotropical Rainforest Mammals: a field guide. The University of Chicago Press, Chicago, USA. 281 pp.	Neotropical Rainforest Mammals: a field guide.	EMMONS LH y F FEER 1997		The University of Chicago Press, Chicago, USA. 281 pp.
