id	description	type	source	created	creator	contributor	license
urn:lsid:catalogueoflife.org:taxon:4f215d12-5e17-11e7-8cee-bc764e092680:col20170824	En desarrollo: http://biomodelos.humboldt.org.co/es/species/visor?species_id=7641	Biomodelo	García-Loaiza L. M. Instituto Alexander von Humboldt. Estos modelos fueron generados con la información de la ANLA para la suborden de tarea 4 en el marco del Proyecto Riqueza Natural de USAID. 2020. Modelo de distribución de Pteronura brasiliensis ID MAM-223. Instituto Alexander von Humboldt. http://biomodelos.humboldt.org.co/es/species/visor?species_id=7641	2020-10-07	García-Loaiza L. M. | Instituto Alexander von Humboldt | ANLA | USAID	Instituto Alexander von Humboldt | ANLA | USAID	https://creativecommons.org/licenses/by-nc-sa/4.0/deed.es
urn:lsid:catalogueoflife.org:taxon:2caa2bb9-5e17-11e7-8cee-bc764e092680:col20170824	En desarrollo: http://biomodelos.humboldt.org.co/es/species/visor?species_id=4049	Biomodelo	García-Loaiza L. M., Cifuentes-Acevedo S., Díaz A. Instituto Alexander von Humboldt. Estos modelos fueron generados con la información de la ANLA para la suborden de tarea 4 en el marco del Proyecto Riqueza Natural de USAID. 2020. Modelo de distribución de Puma concolor ID MAM-224. Instituto Alexander von Humboldt. http://biomodelos.humboldt.org.co/es/species/visor?species_id=4049	2020-10-07	García-Loaiza L. M. | Cifuentes-Acevedo S. | Díaz A. | Instituto Alexander von Humboldt | ANLA | USAID	Instituto Alexander von Humboldt | ANLA | USAID	https://creativecommons.org/licenses/by-nc-sa/4.0/deed.es
urn:lsid:catalogueoflife.org:taxon:3b899e11-5e17-11e7-8cee-bc764e092680:col20170824	En desarrollo: http://biomodelos.humboldt.org.co/es/species/visor?species_id=7642	Biomodelo	Suárez-Castro A. F., Díaz A. Instituto Alexander von Humboldt. Estos modelos fueron generados con la información de la ANLA para la suborden de tarea 4 en el marco del Proyecto Riqueza Natural de USAID. 2020. Modelo de distribución de Puma yagouaroundi ID MAM-225. Instituto Alexander von Humboldt. http://biomodelos.humboldt.org.co/es/species/visor?species_id=7642	2020-10-07	Suárez-Castro A. F. | Díaz A. | Instituto Alexander von Humboldt | ANLA | USAID	Instituto Alexander von Humboldt | ANLA | USAID	https://creativecommons.org/licenses/by-nc-sa/4.0/deed.es
urn:lsid:catalogueoflife.org:taxon:4f13d30f-5e17-11e7-8cee-bc764e092680:col20170824	En desarrollo: http://biomodelos.humboldt.org.co/es/species/visor?species_id=7650	Biomodelo	Suárez-Castro A F., Díaz A. Instituto Alexander von Humboldt. Estos modelos fueron generados con la información de la ANLA para la suborden de tarea 4 en el marco del Proyecto Riqueza Natural de USAID. 2020. Modelo de distribución de Urocyon cinereoargenteus ID MAM-226. Instituto Alexander von Humboldt. http://biomodelos.humboldt.org.co/es/species/visor?species_id=7650	2020-10-07	Suárez-Castro A F. | Díaz A. | Instituto Alexander von Humboldt | ANLA | USAID	Instituto Alexander von Humboldt | ANLA | USAID	https://creativecommons.org/licenses/by-nc-sa/4.0/deed.es
urn:lsid:catalogueoflife.org:taxon:4f20ed73-5e17-11e7-8cee-bc764e092680:col20170824	En desarrollo: http://biomodelos.humboldt.org.co/es/species/visor?species_id=4885	Biomodelo	Aconcha-Abril I., Bonilla J., Cáceres-Martínez, C., Espíndola J., Giraldo M., Gómez-Lora E., González-Maya J., Maya A., Márquez R., Noguera-Urbano E., Olaya-Rodríguez H., Parra-Romero A., Parra-Romero L., Pisso G., Pulido-Santacruz P., Reyes A., Reyes-Amaya N., Rodríguez D., Vela-Vargas I., Vera L. & Cruz-Rodríguez C.. 2021. Modelo de distribución de Tremarctos ornatus ID MAM-232. Instituto Alexander von Humboldt. http://biomodelos.humboldt.org.co/es/species/visor?species_id=4885	2021-05-14	Aconcha-Abril I. | Bonilla J. | Cáceres-Martínez, C. | Espíndola J. | Giraldo M. | Gómez-Lora E. | González-Maya J. | Maya A. | Márquez R. | Noguera-Urbano E. | Olaya-Rodríguez H. | Parra-Romero A. | Parra-Romero L. | Pisso G. | Pulido-Santacruz P. | Reyes A. | Reyes-Amaya N. | Rodríguez D. | Vela-Vargas I. | Vera L. | Cruz-Rodríguez C.	Instituto Alexander von Humboldt	https://creativecommons.org/licenses/by-nc-sa/4.0/deed.es
departments.bucknell.edu/biology/resources/msw3/browse.asp?s=y&id=14000114	En desarrollo: http://biomodelos.humboldt.org.co/es/species/visor?species_id=2529	Biomodelo	Instituto Humboldt. 2021. Modelo de distribución de Leopardus tigrinus ID MAM-2930. Instituto Alexander von Humboldt. http://biomodelos.humboldt.org.co/es/species/visor?species_id=2529	2021-01-15	Instituto Humboldt	Instituto Alexander von Humboldt	https://creativecommons.org/licenses/by-nc-sa/4.0/deed.es
urn:lsid:catalogueoflife.org:taxon:2cb69ec5-5e17-11e7-8cee-bc764e092680:col20170824	En desarrollo: http://biomodelos.humboldt.org.co/es/species/visor?species_id=9335	Biomodelo	Instituto Humboldt. 2021. Modelo de distribución de Atelocynus microtis ID MAM-2931. Instituto Alexander von Humboldt. http://biomodelos.humboldt.org.co/es/species/visor?species_id=9335	2021-01-15	Instituto Humboldt	Instituto Alexander von Humboldt	https://creativecommons.org/licenses/by-nc-sa/4.0/deed.es
urn:lsid:catalogueoflife.org:taxon:4f219a26-5e17-11e7-8cee-bc764e092680:col20170824	En desarrollo: http://biomodelos.humboldt.org.co/es/species/visor?species_id=9340	Biomodelo	Instituto Humboldt. 2021. Modelo de distribución de Bassaricyon alleni ID MAM-2932. Instituto Alexander von Humboldt. http://biomodelos.humboldt.org.co/es/species/visor?species_id=9340	2021-01-15	Instituto Humboldt	Instituto Alexander von Humboldt	https://creativecommons.org/licenses/by-nc-sa/4.0/deed.es
urn:lsid:catalogueoflife.org:taxon:2caa5700-5e17-11e7-8cee-bc764e092680:col20170824	En desarrollo: http://biomodelos.humboldt.org.co/es/species/visor?species_id=9336	Biomodelo	Instituto Humboldt. 2021. Modelo de distribución de Bassaricyon medius ID MAM-2933. Instituto Alexander von Humboldt. http://biomodelos.humboldt.org.co/es/species/visor?species_id=9336	2021-01-15	Instituto Humboldt	Instituto Alexander von Humboldt	https://creativecommons.org/licenses/by-nc-sa/4.0/deed.es
urn:lsid:catalogueoflife.org:taxon:2cb2b305-5e17-11e7-8cee-bc764e092680:col20170824	En desarrollo: http://biomodelos.humboldt.org.co/es/species/visor?species_id=9341	Biomodelo	Instituto Humboldt. 2021. Modelo de distribución de Bassaricyon neblina ID MAM-2934. Instituto Alexander von Humboldt. http://biomodelos.humboldt.org.co/es/species/visor?species_id=9341	2021-01-15	Instituto Humboldt	Instituto Alexander von Humboldt	https://creativecommons.org/licenses/by-nc-sa/4.0/deed.es
urn:lsid:catalogueoflife.org:taxon:4f216fda-5e17-11e7-8cee-bc764e092680:col20170824	En desarrollo: http://biomodelos.humboldt.org.co/es/species/visor?species_id=1222	Biomodelo	Instituto Humboldt. 2021. Modelo de distribución de Conepatus semistriatus ID MAM-2935. Instituto Alexander von Humboldt. http://biomodelos.humboldt.org.co/es/species/visor?species_id=1222	2021-01-15	Instituto Humboldt	Instituto Alexander von Humboldt	https://creativecommons.org/licenses/by-nc-sa/4.0/deed.es
urn:lsid:catalogueoflife.org:taxon:4f145f2d-5e17-11e7-8cee-bc764e092680:col20170824	En desarrollo: http://biomodelos.humboldt.org.co/es/species/visor?species_id=982	Biomodelo	Instituto Humboldt. 2021. Modelo de distribución de Cerdocyon thous ID MAM-2936. Instituto Alexander von Humboldt. http://biomodelos.humboldt.org.co/es/species/visor?species_id=982	2021-01-15	Instituto Humboldt	Instituto Alexander von Humboldt	https://creativecommons.org/licenses/by-nc-sa/4.0/deed.es
urn:lsid:catalogueoflife.org:taxon:3b85b472-5e17-11e7-8cee-bc764e092680:col20170824	En desarrollo: http://biomodelos.humboldt.org.co/es/species/visor?species_id=9337	Biomodelo	Instituto Humboldt. 2021. Modelo de distribución de Lycalopex culpaeus ID MAM-2937. Instituto Alexander von Humboldt. http://biomodelos.humboldt.org.co/es/species/visor?species_id=9337	2021-01-15	Instituto Humboldt	Instituto Alexander von Humboldt	https://creativecommons.org/licenses/by-nc-sa/4.0/deed.es
urn:lsid:catalogueoflife.org:taxon:2caa3e00-5e17-11e7-8cee-bc764e092680:col20170824	En desarrollo: http://biomodelos.humboldt.org.co/es/species/visor?species_id=2528	Biomodelo	Instituto Humboldt. 2021. Modelo de distribución de Leopardus pardalis ID MAM-2938. Instituto Alexander von Humboldt. http://biomodelos.humboldt.org.co/es/species/visor?species_id=2528	2021-01-15	Instituto Humboldt	Instituto Alexander von Humboldt	https://creativecommons.org/licenses/by-nc-sa/4.0/deed.es
urn:lsid:catalogueoflife.org:taxon:2caa3c6c-5e17-11e7-8cee-bc764e092680:col20170824	En desarrollo: http://biomodelos.humboldt.org.co/es/species/visor?species_id=2530	Biomodelo	Instituto Humboldt. 2021. Modelo de distribución de Leopardus wiedii ID MAM-2939. Instituto Alexander von Humboldt. http://biomodelos.humboldt.org.co/es/species/visor?species_id=2530	2021-01-15	Instituto Humboldt	Instituto Alexander von Humboldt	https://creativecommons.org/licenses/by-nc-sa/4.0/deed.es
urn:lsid:organismnames.com:name:5599121	En desarrollo: http://biomodelos.humboldt.org.co/es/species/visor?species_id=3045	Biomodelo	Instituto Humboldt. 2021. Modelo de distribución de Mustela felipei ID MAM-2940. Instituto Alexander von Humboldt. http://biomodelos.humboldt.org.co/es/species/visor?species_id=3045	2021-01-15	Instituto Humboldt	Instituto Alexander von Humboldt	https://creativecommons.org/licenses/by-nc-sa/4.0/deed.es
urn:lsid:catalogueoflife.org:taxon:3b860605-5e17-11e7-8cee-bc764e092680:col20170824	En desarrollo: http://biomodelos.humboldt.org.co/es/species/visor?species_id=9338	Biomodelo	Instituto Humboldt. 2021. Modelo de distribución de Nasua narica ID MAM-2941. Instituto Alexander von Humboldt. http://biomodelos.humboldt.org.co/es/species/visor?species_id=9338	2021-01-15	Instituto Humboldt	Instituto Alexander von Humboldt	https://creativecommons.org/licenses/by-nc-sa/4.0/deed.es
urn:lsid:catalogueoflife.org:taxon:4f13b695-5e17-11e7-8cee-bc764e092680:col20170824	En desarrollo: http://biomodelos.humboldt.org.co/es/species/visor?species_id=3137	Biomodelo	Instituto Humboldt. 2021. Modelo de distribución de Nasua nasua ID MAM-2942. Instituto Alexander von Humboldt. http://biomodelos.humboldt.org.co/es/species/visor?species_id=3137	2021-01-15	Instituto Humboldt	Instituto Alexander von Humboldt	https://creativecommons.org/licenses/by-nc-sa/4.0/deed.es
urn:lsid:catalogueoflife.org:taxon:4f21a4f6-5e17-11e7-8cee-bc764e092680:col20170824	En desarrollo: http://biomodelos.humboldt.org.co/es/species/visor?species_id=3138	Biomodelo	Instituto Humboldt. 2021. Modelo de distribución de Nasuella olivacea ID MAM-2943. Instituto Alexander von Humboldt. http://biomodelos.humboldt.org.co/es/species/visor?species_id=3138	2021-01-15	Instituto Humboldt	Instituto Alexander von Humboldt	https://creativecommons.org/licenses/by-nc-sa/4.0/deed.es
urn:lsid:catalogueoflife.org:taxon:4f21a683-5e17-11e7-8cee-bc764e092680:col20170824	En desarrollo: http://biomodelos.humboldt.org.co/es/species/visor?species_id=3921	Biomodelo	Instituto Humboldt. 2021. Modelo de distribución de Procyon cancrivorus ID MAM-2944. Instituto Alexander von Humboldt. http://biomodelos.humboldt.org.co/es/species/visor?species_id=3921	2021-01-15	Instituto Humboldt	Instituto Alexander von Humboldt	https://creativecommons.org/licenses/by-nc-sa/4.0/deed.es
urn:lsid:catalogueoflife.org:taxon:2caa2bb9-5e17-11e7-8cee-bc764e092680:col20170824	En desarrollo: http://biomodelos.humboldt.org.co/es/species/visor?species_id=4049	Biomodelo	Instituto Humboldt. 2021. Modelo de distribución de Puma concolor ID MAM-2945. Instituto Alexander von Humboldt. http://biomodelos.humboldt.org.co/es/species/visor?species_id=4049	2021-01-15	Instituto Humboldt	Instituto Alexander von Humboldt	https://creativecommons.org/licenses/by-nc-sa/4.0/deed.es
urn:lsid:catalogueoflife.org:taxon:4f13b379-5e17-11e7-8cee-bc764e092680:col20170824	En desarrollo: http://biomodelos.humboldt.org.co/es/species/visor?species_id=9339	Biomodelo	Instituto Humboldt. 2021. Modelo de distribución de Procyon lotor ID MAM-2946. Instituto Alexander von Humboldt. http://biomodelos.humboldt.org.co/es/species/visor?species_id=9339	2021-01-15	Instituto Humboldt	Instituto Alexander von Humboldt	https://creativecommons.org/licenses/by-nc-sa/4.0/deed.es
urn:lsid:catalogueoflife.org:taxon:4f13c529-5e17-11e7-8cee-bc764e092680:col20170824	En desarrollo: http://biomodelos.humboldt.org.co/es/species/visor?species_id=6300	Biomodelo	Instituto Humboldt. 2021. Modelo de distribución de Panthera onca ID MAM-2947. Instituto Alexander von Humboldt. http://biomodelos.humboldt.org.co/es/species/visor?species_id=6300	2021-01-15	Instituto Humboldt	Instituto Alexander von Humboldt	https://creativecommons.org/licenses/by-nc-sa/4.0/deed.es
urn:lsid:catalogueoflife.org:taxon:3b899e11-5e17-11e7-8cee-bc764e092680:col20170824	En desarrollo: http://biomodelos.humboldt.org.co/es/species/visor?species_id=7642	Biomodelo	Instituto Humboldt. 2021. Modelo de distribución de Puma yagouaroundi ID MAM-2948. Instituto Alexander von Humboldt. http://biomodelos.humboldt.org.co/es/species/visor?species_id=7642	2021-01-15	Instituto Humboldt	Instituto Alexander von Humboldt	https://creativecommons.org/licenses/by-nc-sa/4.0/deed.es
urn:lsid:catalogueoflife.org:taxon:4f146240-5e17-11e7-8cee-bc764e092680:col20170824	En desarrollo: http://biomodelos.humboldt.org.co/es/species/visor?species_id=4500	Biomodelo	Instituto Humboldt. 2021. Modelo de distribución de Speothos venaticus ID MAM-2949. Instituto Alexander von Humboldt. http://biomodelos.humboldt.org.co/es/species/visor?species_id=4500	2021-01-15	Instituto Humboldt	Instituto Alexander von Humboldt	https://creativecommons.org/licenses/by-nc-sa/4.0/deed.es
urn:lsid:catalogueoflife.org:taxon:4f13d30f-5e17-11e7-8cee-bc764e092680:col20170824	En desarrollo: http://biomodelos.humboldt.org.co/es/species/visor?species_id=7650	Biomodelo	Instituto Humboldt. 2021. Modelo de distribución de Urocyon cinereoargenteus ID MAM-2950. Instituto Alexander von Humboldt. http://biomodelos.humboldt.org.co/es/species/visor?species_id=7650	2021-01-15	Instituto Humboldt	Instituto Alexander von Humboldt	https://creativecommons.org/licenses/by-nc-sa/4.0/deed.es
urn:lsid:catalogueoflife.org:taxon:4f2172f3-5e17-11e7-8cee-bc764e092680:col20170824	En desarrollo: http://biomodelos.humboldt.org.co/es/species/visor?species_id=1634	Biomodelo	Instituto Humboldt. 2021. Modelo de distribución de Eira barbara ID MAM-2951. Instituto Alexander von Humboldt. http://biomodelos.humboldt.org.co/es/species/visor?species_id=1634	2021-01-15	Instituto Humboldt	Instituto Alexander von Humboldt	https://creativecommons.org/licenses/by-nc-sa/4.0/deed.es
urn:lsid:catalogueoflife.org:taxon:4f217612-5e17-11e7-8cee-bc764e092680:col20170824	En desarrollo: http://biomodelos.humboldt.org.co/es/species/visor?species_id=1928	Biomodelo	Instituto Humboldt. 2021. Modelo de distribución de Galictis vittata ID MAM-2952. Instituto Alexander von Humboldt. http://biomodelos.humboldt.org.co/es/species/visor?species_id=1928	2021-01-15	Instituto Humboldt	Instituto Alexander von Humboldt	https://creativecommons.org/licenses/by-nc-sa/4.0/deed.es
urn:lsid:organismnames.com:name:5657481	En desarrollo: http://biomodelos.humboldt.org.co/es/species/visor?species_id=3046	Biomodelo	Instituto Humboldt. 2021. Modelo de distribución de Mustela frenata ID MAM-2953. Instituto Alexander von Humboldt. http://biomodelos.humboldt.org.co/es/species/visor?species_id=3046	2021-01-15	Instituto Humboldt	Instituto Alexander von Humboldt	https://creativecommons.org/licenses/by-nc-sa/4.0/deed.es
urn:lsid:catalogueoflife.org:taxon:4f21a1c7-5e17-11e7-8cee-bc764e092680:col20170824	En desarrollo: http://biomodelos.humboldt.org.co/es/species/visor?species_id=3852	Biomodelo	Instituto Humboldt. 2021. Modelo de distribución de Potos flavus ID MAM-2954. Instituto Alexander von Humboldt. http://biomodelos.humboldt.org.co/es/species/visor?species_id=3852	2021-01-15	Instituto Humboldt	Instituto Alexander von Humboldt	https://creativecommons.org/licenses/by-nc-sa/4.0/deed.es
urn:lsid:catalogueoflife.org:taxon:4f219a26-5e17-11e7-8cee-bc764e092680:col20170824	En desarrollo: http://biomodelos.humboldt.org.co/es/species/visor?species_id=9340	Biomodelo	González-Maya, J. F., Diaz-Pulido, A., Rojano, C., Pinto Sarmiento, I. D., Alviz, A. & Equipo BioModelos. 2023. Modelo de distribución de Bassaricyon alleni ID MAM-2960. Instituto Alexander von Humboldt. http://biomodelos.humboldt.org.co/es/species/visor?species_id=9340	2023-09-07	González-Maya, J. F. | Diaz-Pulido, A. | Rojano, C. | Pinto Sarmiento, I. D. | Alviz, A. | Equipo BioModelos	Instituto Alexander von Humboldt	https://creativecommons.org/licenses/by-nc-sa/4.0/deed.es
urn:lsid:catalogueoflife.org:taxon:2caa5700-5e17-11e7-8cee-bc764e092680:col20170824	En desarrollo: http://biomodelos.humboldt.org.co/es/species/visor?species_id=9336	Biomodelo	Chacón-Pacheco, J. J., Ramírez-Chaves, H., González-Maya, J. F. & Equipo BioModelos. 2023. Modelo de distribución de Bassaricyon medius ID MAM-2961. Instituto Alexander von Humboldt. http://biomodelos.humboldt.org.co/es/species/visor?species_id=9336	2023-09-07	Chacón-Pacheco, J. J. | Ramírez-Chaves, H. | González-Maya, J. F. | Equipo BioModelos	Instituto Alexander von Humboldt	https://creativecommons.org/licenses/by-nc-sa/4.0/deed.es
urn:lsid:catalogueoflife.org:taxon:2cb2b305-5e17-11e7-8cee-bc764e092680:col20170824	En desarrollo: http://biomodelos.humboldt.org.co/es/species/visor?species_id=9341	Biomodelo	Ramírez-Chaves, H., González-Maya, J. F. & Equipo BioModelos. 2023. Modelo de distribución de Bassaricyon neblina ID MAM-2962. Instituto Alexander von Humboldt. http://biomodelos.humboldt.org.co/es/species/visor?species_id=9341	2023-09-07	Ramírez-Chaves, H. | González-Maya, J. F. | Equipo BioModelos	Instituto Alexander von Humboldt	https://creativecommons.org/licenses/by-nc-sa/4.0/deed.es
urn:lsid:catalogueoflife.org:taxon:4f216fda-5e17-11e7-8cee-bc764e092680:col20170824	En desarrollo: http://biomodelos.humboldt.org.co/es/species/visor?species_id=1222	Biomodelo	Diaz-Pulido, A., Rojano, C., Pinto Sarmiento, I. D., Díaz-B, C. A., González-Maya, J. F., Lizcano, D.J., Alviz, A., García Villalba, J. & Equipo BioModelos. 2023. Modelo de distribución de Conepatus semistriatus ID MAM-2963. Instituto Alexander von Humboldt. http://biomodelos.humboldt.org.co/es/species/visor?species_id=1222	2023-09-07	Diaz-Pulido, A. | Rojano, C. | Pinto Sarmiento, I. D. | Díaz-B, C. A. | González-Maya, J. F. | Lizcano, D.J. | Alviz, A. | García Villalba, J. | Equipo BioModelos	Instituto Alexander von Humboldt	https://creativecommons.org/licenses/by-nc-sa/4.0/deed.es
urn:lsid:organismnames.com:name:5599121	En desarrollo: http://biomodelos.humboldt.org.co/es/species/visor?species_id=3045	Biomodelo	González-Maya, J. F. , Ramírez-Chaves, H. & Equipo BioModelos. 2023. Modelo de distribución de Mustela felipei ID MAM-2964. Instituto Alexander von Humboldt. http://biomodelos.humboldt.org.co/es/species/visor?species_id=3045	2023-09-07	González-Maya, J. F. , Ramírez-Chaves, H. | Equipo BioModelos	Instituto Alexander von Humboldt	https://creativecommons.org/licenses/by-nc-sa/4.0/deed.es
urn:lsid:catalogueoflife.org:taxon:3b860605-5e17-11e7-8cee-bc764e092680:col20170824	En desarrollo: http://biomodelos.humboldt.org.co/es/species/visor?species_id=9338	Biomodelo	Díaz-B, C. A., González-Maya, J. F. , Lizcano, D.J., Pinto Sarmiento, I. D., Suárez-Castro, A.F. & Equipo BioModelos. 2023. Modelo de distribución de Nasua narica ID MAM-2965. Instituto Alexander von Humboldt. http://biomodelos.humboldt.org.co/es/species/visor?species_id=9338	2023-09-07	Díaz-B, C. A. | González-Maya, J. F. , Lizcano, D.J. | Pinto Sarmiento, I. D. | Suárez-Castro, A.F. | Equipo BioModelos	Instituto Alexander von Humboldt	https://creativecommons.org/licenses/by-nc-sa/4.0/deed.es
urn:lsid:catalogueoflife.org:taxon:4f13b695-5e17-11e7-8cee-bc764e092680:col20170824	En desarrollo: http://biomodelos.humboldt.org.co/es/species/visor?species_id=3137	Biomodelo	Alviz, A., Pinto Sarmiento, I. D., Rojano, C., González-Maya, J. F.,Diaz-Pulido, A. & Equipo BioModelos. 2023. Modelo de distribución de Nasua nasua ID MAM-2966. Instituto Alexander von Humboldt. http://biomodelos.humboldt.org.co/es/species/visor?species_id=3137	2023-09-07	Alviz, A. | Pinto Sarmiento, I. D. | Rojano, C. | González-Maya, J. F. | Diaz-Pulido, A. | Equipo BioModelos	Instituto Alexander von Humboldt	https://creativecommons.org/licenses/by-nc-sa/4.0/deed.es
urn:lsid:catalogueoflife.org:taxon:4f21a4f6-5e17-11e7-8cee-bc764e092680:col20170824	En desarrollo: http://biomodelos.humboldt.org.co/es/species/visor?species_id=3138	Biomodelo	Arias-Alzate, A., Pinto Sarmiento, I. D., Mosquera Guerra, F., Sanchez-Londoño, J.D., Diaz-Pulido, A., Chacón-Pacheco, J. J., Díaz-B, C. A., García Villalba, J., Zárrate-Charry, D. A., Alviz, A., González-Maya, J. F. & Equipo BioModelos. 2023. Modelo de distribución de Nasuella olivacea ID MAM-2967. Instituto Alexander von Humboldt. http://biomodelos.humboldt.org.co/es/species/visor?species_id=3138	2023-09-07	Arias-Alzate, A. | Pinto Sarmiento, I. D. | Mosquera Guerra, F. | Sanchez-Londoño, J.D. | Diaz-Pulido, A. | Chacón-Pacheco, J. J. | Díaz-B, C. A. | García Villalba, J. | Zárrate-Charry, D. A. | Alviz, A. | González-Maya, J. F. | Equipo BioModelos	Instituto Alexander von Humboldt	https://creativecommons.org/licenses/by-nc-sa/4.0/deed.es
urn:lsid:catalogueoflife.org:taxon:4f21a683-5e17-11e7-8cee-bc764e092680:col20170824	En desarrollo: http://biomodelos.humboldt.org.co/es/species/visor?species_id=3921	Biomodelo	Zárrate-Charry, D. A., Alviz, A., Díaz-B, C. A., Pinto Sarmiento, I. D., García Villalba, J., Mosquera Guerra, F., Sanchez-Londoño, J.D., González-Maya, J. F., Diaz-Pulido, A., Chacón-Pacheco, J. J., Arias-Alzate, A. & Equipo BioModelos. 2023. Modelo de distribución de Procyon cancrivorus ID MAM-2968. Instituto Alexander von Humboldt. http://biomodelos.humboldt.org.co/es/species/visor?species_id=3921	2023-09-07	Zárrate-Charry, D. A. | Alviz, A. | Díaz-B, C. A. | Pinto Sarmiento, I. D. | García Villalba, J. | Mosquera Guerra, F. | Sanchez-Londoño, J.D. | González-Maya, J. F. | Diaz-Pulido, A. | Chacón-Pacheco, J. J. | Arias-Alzate, A. | Equipo BioModelos	Instituto Alexander von Humboldt	https://creativecommons.org/licenses/by-nc-sa/4.0/deed.es
urn:lsid:catalogueoflife.org:taxon:4f13b379-5e17-11e7-8cee-bc764e092680:col20170824	En desarrollo: http://biomodelos.humboldt.org.co/es/species/visor?species_id=9339	Biomodelo	Mosquera Guerra, F., Pinto Sarmiento, I. D., Díaz-B, C. A., González-Maya, J. F., Zárrate-Charry, D. A., Chacón-Pacheco, J. J., Sanchez-Londoño, J.D. & Equipo BioModelos. 2023. Modelo de distribución de Procyon lotor ID MAM-2969. Instituto Alexander von Humboldt. http://biomodelos.humboldt.org.co/es/species/visor?species_id=9339	2023-09-07	Mosquera Guerra, F. | Pinto Sarmiento, I. D. | Díaz-B, C. A. | González-Maya, J. F. | Zárrate-Charry, D. A. | Chacón-Pacheco, J. J. | Sanchez-Londoño, J.D. | Equipo BioModelos	Instituto Alexander von Humboldt	https://creativecommons.org/licenses/by-nc-sa/4.0/deed.es
urn:lsid:catalogueoflife.org:taxon:4f2172f3-5e17-11e7-8cee-bc764e092680:col20170824	En desarrollo: http://biomodelos.humboldt.org.co/es/species/visor?species_id=1634	Biomodelo	Sanchez-Londoño, J.D., Mosquera Guerra, F., Alviz, A., Arias-Alzate, A., González-Maya, J. F., Diaz-Pulido, A. & Equipo BioModelos. 2023. Modelo de distribución de Eira barbara ID MAM-2970. Instituto Alexander von Humboldt. http://biomodelos.humboldt.org.co/es/species/visor?species_id=1634	2023-09-07	Sanchez-Londoño, J.D. | Mosquera Guerra, F. | Alviz, A. | Arias-Alzate, A. | González-Maya, J. F. | Diaz-Pulido, A. | Equipo BioModelos	Instituto Alexander von Humboldt	https://creativecommons.org/licenses/by-nc-sa/4.0/deed.es
urn:lsid:catalogueoflife.org:taxon:4f217612-5e17-11e7-8cee-bc764e092680:col20170824	En desarrollo: http://biomodelos.humboldt.org.co/es/species/visor?species_id=1928	Biomodelo	García Villalba, J., Arias-Alzate, A., Alviz, A., Sanchez-Londoño, J.D., Diaz-Pulido, A., González-Maya, J. F., Chacón-Pacheco, J. J., Zárrate-Charry, D. A. & Equipo BioModelos. 2023. Modelo de distribución de Galictis vittata ID MAM-2971. Instituto Alexander von Humboldt. http://biomodelos.humboldt.org.co/es/species/visor?species_id=1928	2023-09-07	García Villalba, J. | Arias-Alzate, A. | Alviz, A. | Sanchez-Londoño, J.D. | Diaz-Pulido, A. | González-Maya, J. F. | Chacón-Pacheco, J. J. | Zárrate-Charry, D. A. | Equipo BioModelos	Instituto Alexander von Humboldt	https://creativecommons.org/licenses/by-nc-sa/4.0/deed.es
urn:lsid:organismnames.com:name:5657481	En desarrollo: http://biomodelos.humboldt.org.co/es/species/visor?species_id=3046	Biomodelo	Pinto Sarmiento, I. D., Arias-Alzate, A., Diaz-Pulido, A., Díaz-B, C. A., González-Maya, J. F., García Villalba, J., Zárrate-Charry, D. A., Sanchez-Londoño, J.D. & Equipo BioModelos. 2023. Modelo de distribución de Mustela frenata ID MAM-2972. Instituto Alexander von Humboldt. http://biomodelos.humboldt.org.co/es/species/visor?species_id=3046	2023-09-07	Pinto Sarmiento, I. D. | Arias-Alzate, A. | Diaz-Pulido, A. | Díaz-B, C. A. | González-Maya, J. F. | García Villalba, J. | Zárrate-Charry, D. A. | Sanchez-Londoño, J.D. | Equipo BioModelos	Instituto Alexander von Humboldt	https://creativecommons.org/licenses/by-nc-sa/4.0/deed.es
urn:lsid:catalogueoflife.org:taxon:4f21a1c7-5e17-11e7-8cee-bc764e092680:col20170824	En desarrollo: http://biomodelos.humboldt.org.co/es/species/visor?species_id=3852	Biomodelo	González-Maya, J. F., Sanchez-Londoño, J.D., Díaz-B, C. A., Arias-Alzate, A. & Equipo BioModelos. 2023. Modelo de distribución de Potos flavus ID MAM-2973. Instituto Alexander von Humboldt. http://biomodelos.humboldt.org.co/es/species/visor?species_id=3852	2023-09-07	González-Maya, J. F. | Sanchez-Londoño, J.D. | Díaz-B, C. A. | Arias-Alzate, A. | Equipo BioModelos	Instituto Alexander von Humboldt	https://creativecommons.org/licenses/by-nc-sa/4.0/deed.es
